1879338629	9258	post_pelennor_north_ithilien	-52.9	-10.1
1879338629	9259	post_pelennor_north_ithilien	-52.2	-11.4
1879338629	9260	post_pelennor_north_ithilien	-46.4	-10.5
1879338629	9261	post_pelennor_north_ithilien	-45.9	-15.2
1879338629	9262	post_pelennor_north_ithilien	-45.0	-11.7
1879338629	9263	post_pelennor_north_ithilien	-44.2	-9.0
1879338667	8869	post_pelennor_march_of_the_king	-58.3	-13.1
1879338667	8870	post_pelennor_march_of_the_king	-70.9	-15.3
1879338667	8938	post_pelennor_march_of_the_king	-64.4	-9.9
1879338667	8939	post_pelennor_march_of_the_king	-63.8	-8.8
1879338667	8940	post_pelennor_march_of_the_king	-63.6	-7.8
1879338667	8941	post_pelennor_march_of_the_king	-61.2	-10.4
1879342483	14389	post_pelennor_the_wastes	-27.6	-4.3
1879342483	14390	post_pelennor_the_wastes	-30.7	-7.6
1879342483	14391	post_pelennor_the_wastes	-37.0	-9.2
1879342483	14392	post_pelennor_the_wastes	-33.7	-10.9
1879342483	14393	post_pelennor_the_wastes	-31.2	-5.2
1879342483	14394	post_pelennor_the_wastes	-33.7	-3.6
1879342483	14395	post_pelennor_the_wastes	-31.1	-1.6
1879342483	14396	post_pelennor_the_wastes	-35.1	-15.2
1879342489	14381	post_pelennor_the_wastes	-39.2	-12.1
1879342489	14382	post_pelennor_the_wastes	-38.9	-10.4
1879342489	14383	post_pelennor_the_wastes	-30.2	-7.3
1879342489	14384	post_pelennor_the_wastes	-34.8	-7.3
1879342489	14385	post_pelennor_the_wastes	-36.0	-9.2
1879342489	14386	post_pelennor_the_wastes	-33.8	-10.6
1879342489	14387	post_pelennor_the_wastes	-34.3	-4.8
1879342489	14388	post_pelennor_the_wastes	-36.8	-7.1
1879354281	10387	mordor_udun	-44.0	2.6
1879354281	10388	mordor_udun	-40.9	3.0
1879354281	10389	mordor_udun	-41.1	4.8
1879354281	10390	mordor_udun	-42.1	4.9
1879354281	10391	mordor_udun	-42.2	4.6
1879354281	10392	mordor_udun	-41.7	4.7
1879354281	10393	mordor_udun	-41.6	4.9
1879354281	10394	mordor_udun	-41.8	0.0
1879354281	10395	mordor_udun	-42.3	0.5
1879354281	10396	mordor_udun	-43.0	6.9
1879354281	10397	mordor_udun	-41.6	0.1
1879354281	10398	mordor_udun	-41.8	2.3
1879354281	10399	mordor_udun	-42.8	4.9
1879354281	10400	mordor_udun	-42.8	4.6
1879354281	10401	mordor_udun	-43.9	4.0
1879354281	10402	mordor_udun	-42.4	1.1
1879354281	10403	mordor_udun	-42.4	-0.4
1879354282	10415	mordor_udun	-41.8	4.0
1879354282	10416	mordor_udun	-41.7	5.7
1879354282	10417	mordor_udun	-41.9	5.2
1879354282	10418	mordor_udun	-42.5	5.2
1879354282	10419	mordor_udun	-41.9	1.4
1879354282	10420	mordor_udun	-44.7	-1.1
1879354282	10421	mordor_udun	-44.5	-1.1
1879354282	10422	mordor_udun	-44.3	-0.6
1879354282	10423	mordor_udun	-44.2	-0.7
1879354282	10424	mordor_udun	-44.2	-1.1
1879354282	10425	mordor_udun	-44.3	-1.4
1879354282	10426	mordor_udun	-42.0	0.1
1879354282	10427	mordor_udun	-44.6	-0.2
1879354282	10428	mordor_udun	-44.4	-0.1
1879354282	10429	mordor_udun	-42.2	3.3
1879354282	10430	mordor_udun	-41.5	4.0
1879354282	10431	mordor_udun	-42.0	3.9
1879354854	9624	mordor_agarnaith	-49.1	33.0
1879354854	9625	mordor_agarnaith	-51.1	32.7
1879354854	9626	mordor_agarnaith	-49.7	28.6
1879354854	9627	mordor_agarnaith	-48.8	30.3
1879354854	9628	mordor_agarnaith	-54.5	25.0
1879354854	9629	mordor_agarnaith	-55.3	24.4
1879354854	9630	mordor_agarnaith	-49.3	34.6
1879354854	9631	mordor_agarnaith	-48.2	32.2
1879354854	9632	mordor_agarnaith	-48.9	31.3
1879354854	9633	mordor_agarnaith	-46.5	36.7
1879354854	9634	mordor_agarnaith	-45.9	33.5
1879354854	9635	mordor_agarnaith	-47.4	33.4
1879354855	9930	mordor_lhingris	-58.3	4.6
1879354855	9931	mordor_lhingris	-55.0	8.0
1879354855	9932	mordor_lhingris	-64.9	8.8
1879354855	9933	mordor_lhingris	-56.4	6.1
1879354855	9934	mordor_lhingris	-63.7	9.3
1879354858	9821	mordor_dor_amarth	-46.7	12.6
1879354858	9822	mordor_dor_amarth	-47.4	18.9
1879354858	9823	mordor_dor_amarth	-51.3	11.5
1879354858	9824	mordor_dor_amarth	-51.0	13.6
1879354858	9825	mordor_dor_amarth	-52.1	17.0
1879354867	10514	mordor_udun	-41.7	4.0
1879354867	10515	mordor_udun	-43.8	0.6
1879354867	10516	mordor_udun	-44.1	0.1
1879354867	10517	mordor_udun	-46.9	3.2
1879354867	10518	mordor_udun	-43.5	8.9
1879354868	9918	mordor_lhingris	-55.9	5.7
1879354868	9919	mordor_lhingris	-52.3	4.3
1879354868	9920	mordor_lhingris	-53.3	7.2
1879354868	9921	mordor_lhingris	-47.3	5.6
1879354868	9922	mordor_lhingris	-49.5	4.9
1879354868	9923	mordor_lhingris	-49.3	1.7
1879354868	9924	mordor_lhingris	-58.7	7.6
1879354868	9925	mordor_lhingris	-51.6	5.0
1879354868	9926	mordor_lhingris	-65.4	12.7
1879354868	9927	mordor_lhingris	-61.0	10.6
1879354868	9928	mordor_lhingris	-55.7	6.5
1879354868	9929	mordor_lhingris	-48.9	6.5
1879354869	9809	mordor_dor_amarth	-50.9	8.4
1879354869	9810	mordor_dor_amarth	-47.7	20.8
1879354869	9811	mordor_dor_amarth	-47.9	15.9
1879354869	9812	mordor_dor_amarth	-46.1	24.4
1879354869	9813	mordor_dor_amarth	-51.6	11.7
1879354869	9814	mordor_dor_amarth	-45.6	13.8
1879354869	9815	mordor_dor_amarth	-43.9	23.8
1879354869	9816	mordor_dor_amarth	-46.2	23.7
1879354869	9817	mordor_dor_amarth	-51.5	13.5
1879354869	9818	mordor_dor_amarth	-48.5	16.1
1879354869	9819	mordor_dor_amarth	-49.0	16.2
1879354869	9820	mordor_dor_amarth	-48.3	20.1
1879354879	10502	mordor_udun	-40.8	0.3
1879354879	10503	mordor_udun	-41.8	3.8
1879354879	10504	mordor_udun	-43.8	2.0
1879354879	10505	mordor_udun	-44.5	-0.1
1879354879	10506	mordor_udun	-45.8	1.4
1879354879	10507	mordor_udun	-44.1	8.9
1879354879	10508	mordor_udun	-41.0	7.8
1879354879	10509	mordor_udun	-45.5	6.1
1879354879	10510	mordor_udun	-45.8	-1.4
1879354879	10511	mordor_udun	-43.4	-1.8
1879354879	10512	mordor_udun	-45.6	2.5
1879354879	10513	mordor_udun	-41.3	4.0
1879354882	10240	mordor_talath_urui	-58.8	18.4
1879354882	10241	mordor_talath_urui	-58.8	25.3
1879354882	10242	mordor_talath_urui	-53.8	10.1
1879354882	10243	mordor_talath_urui	-64.3	19.4
1879354882	10244	mordor_talath_urui	-58.8	24.2
1879354884	9636	mordor_agarnaith	-53.8	25.1
1879354884	9637	mordor_agarnaith	-48.3	32.9
1879354884	9638	mordor_agarnaith	-48.3	34.0
1879354884	9639	mordor_agarnaith	-49.0	33.0
1879354884	9640	mordor_agarnaith	-46.4	34.1
1879354889	10228	mordor_talath_urui	-58.8	20.6
1879354889	10229	mordor_talath_urui	-58.5	23.3
1879354889	10230	mordor_talath_urui	-61.8	15.5
1879354889	10231	mordor_talath_urui	-64.0	21.2
1879354889	10232	mordor_talath_urui	-55.6	16.4
1879354889	10233	mordor_talath_urui	-61.7	22.7
1879354889	10234	mordor_talath_urui	-62.9	25.0
1879354889	10235	mordor_talath_urui	-62.9	23.8
1879354889	10236	mordor_talath_urui	-57.1	19.9
1879354889	10237	mordor_talath_urui	-57.3	19.1
1879354889	10238	mordor_talath_urui	-57.7	25.2
1879354889	10239	mordor_talath_urui	-54.7	15.1
1879366145	12004	northern_mirkwood	14.0	-50.0
1879366145	12005	northern_mirkwood	12.2	-37.0
1879366145	12006	northern_mirkwood	25.4	-22.4
1879366145	12007	northern_mirkwood	17.1	-23.1
1879366145	12008	northern_mirkwood	20.2	-26.4
1879366145	12009	northern_mirkwood	27.0	-25.4
1879366145	12010	northern_mirkwood	23.1	-27.9
1879366145	12011	northern_mirkwood	20.2	-31.7
1879366145	12012	northern_mirkwood	32.1	-28.8
1879366145	12013	northern_mirkwood	27.0	-28.9
1879366145	12014	northern_mirkwood	22.0	-27.8
1879366145	12015	northern_mirkwood	25.6	-21.4
1879366145	12016	northern_mirkwood	14.6	-23.5
1879366145	12017	northern_mirkwood	11.7	-28.4
1879366145	12018	northern_mirkwood	15.5	-34.8
1879366145	12019	northern_mirkwood	21.1	-35.2
1879366145	12020	northern_mirkwood	20.5	-38.1
1879366145	12021	northern_mirkwood	19.0	-38.4
1879366145	12022	northern_mirkwood	18.9	-47.0
1879366145	12023	northern_mirkwood	23.7	-43.9
1879366160	12298	northern_mirkwood	26.6	-23.8
1879366160	12299	northern_mirkwood	27.4	-27.9
1879366160	12300	northern_mirkwood	27.3	-29.2
1879366160	12301	northern_mirkwood	26.2	-28.9
1879366160	12302	northern_mirkwood	28.9	-27.6
1879366160	12303	northern_mirkwood	28.0	-28.8
1879366160	12304	northern_mirkwood	27.9	-29.3
1879366160	12305	northern_mirkwood	26.4	-27.1
1879366160	12306	northern_mirkwood	28.2	-26.7
1879366160	12307	northern_mirkwood	23.7	-28.3
1879366160	12308	northern_mirkwood	22.8	-27.7
1879366160	12309	northern_mirkwood	20.1	-23.2
1879366160	12310	northern_mirkwood	22.3	-24.7
1879366160	12311	northern_mirkwood	21.2	-25.5
1879366160	12312	northern_mirkwood	16.9	-30.0
1879366160	12313	northern_mirkwood	22.8	-43.5
1879378529	16962	iron_hills	25.6	-17.4
1879378529	16963	iron_hills	28.7	-15.9
1879378529	16964	iron_hills	23.5	-8.9
1879378529	16965	iron_hills	25.7	-7.6
1879378529	16966	iron_hills	24.6	-5.7
1879378529	16967	iron_hills	23.5	-18.4
1879378529	16968	iron_hills	20.5	-17.5
1879378529	16969	iron_hills	23.8	-12.0
1879378529	16970	iron_hills	22.6	-14.0
1879378529	16971	iron_hills	23.1	-15.4
1879378533	16850	iron_hills	27.5	-17.3
1879378533	16851	iron_hills	27.9	-4.7
1879378533	16852	iron_hills	27.8	-12.7
1879378533	16853	iron_hills	22.0	-11.6
1879378533	16854	iron_hills	24.2	-9.5
1879378533	16855	iron_hills	22.9	-8.8
1879378533	16856	iron_hills	29.0	-6.8
1879378533	16857	iron_hills	25.0	-5.3
1879378533	16858	iron_hills	26.4	-4.6
1879378533	16859	iron_hills	28.6	-5.0
1879378540	16628	ered_mithrin	33.8	-51.8
1879378540	16629	ered_mithrin	34.6	-52.2
1879378540	16630	ered_mithrin	32.9	-47.6
1879378540	16631	ered_mithrin	34.0	-42.2
1879378540	16632	ered_mithrin	35.0	-43.3
1879378540	16633	ered_mithrin	35.1	-39.4
1879378540	17004	iron_hills	26.1	-12.0
1879378540	17005	iron_hills	25.5	-11.7
1879378540	17006	iron_hills	22.7	-9.5
1879378540	17007	iron_hills	22.8	-16.8
1879378540	17008	iron_hills	20.5	-16.3
1879378540	17009	iron_hills	21.5	-13.1
1879378543	16549	ered_mithrin	39.2	-54.0
1879378543	16550	ered_mithrin	43.5	-34.7
1879378543	16551	ered_mithrin	31.4	-35.3
1879378543	16552	ered_mithrin	30.2	-49.7
1879378543	16553	ered_mithrin	34.1	-50.1
1879378543	16554	ered_mithrin	30.1	-32.3
1879378543	16555	ered_mithrin	33.1	-56.1
1879378543	16556	ered_mithrin	36.2	-53.6
1879378543	16557	ered_mithrin	36.5	-44.0
1879378543	16558	ered_mithrin	31.9	-49.0
1879378543	16559	ered_mithrin	33.4	-42.1
1879378543	16560	ered_mithrin	35.2	-40.0
